이름,플랫폼,작가,그림,장르,상태,요일,좋아요,별점,총화수,무료,줄거리,첫화링크
세자와 세자빈의 계약혼인전,naverseries,산삼,산삼,드라마,연재중,목,4,10.0,30,25화,"조선탈출이 꿈인  원녀 소현과 본인의 자리를 지켜야만하는 왕세자의 사기혼인극때는 바야흐로 조선시대, 시대가 시대인만큼 여자는 여자, 남자는 남자로 갈라져있다여인이 해야할 행동거지도 정해져있고, 바느질, 신부수업, 제사음식 요리 등과 기본적인 학문만 배울 수 있다남자는 성균관가고 학문 쌓고 관직도 오름 한계가 없다  남자가 배우는 것을 소현은 몰래 훔쳐 배워야 했다 어릴때부터 온갖방법으로 스스로 공부해왔다 그런 소현의 꿈은  조선밖을 나가서 더 많은 것을 배우고 전 세계를 여행하는 것하지만 혼인을 해버리면 모든 것이 물거품이 된다 과연 소현은 사기혼인을 잘 마무리 하고 꿈을 이룰것인가사기혼인을 들키면 죽는다 걸리지 않으려면 혼신의 힘을 다해 연기해야한다접기",https://series.naver.com/comic/detail.series?productNo=10525105&sortOrder=DESC#priceInfo
뼈왕,naverseries,유성연,유성연,소년,연재중,목,6,10.0,41,36화,"낯선 이세계에 떨어지게 된 정형외과 의사 이대환 그는 뼈를 조립하여 해골을 되살릴 수 있는 능력을 발견한다 그렇게 살려낸 수많은 해골들의 지지 속에 뼈왕으로 등극 하지만 행복도 잠시 전투 중에 생명과도 같은 오른팔을 잃게 되고, 오른팔을 되찾기 위해 여행길에 오르게 되는데접기",https://series.naver.com/comic/detail.series?productNo=10201453&sortOrder=DESC#priceInfo
대공님에게 빠져버렸습니다,naverseries,PIMO,PIMO,순정,연재중,금,76,9.2,118,4화,"""내 삶이 이런 결말이었다면 시작도 안 했어""나는 늘 쓸모 있는 사람이 되고 싶었기에,어디로 가는지도 모르는 채 남들의 말과 시선에 휩쓸려 살아왔다내 노력의 대가가 죽음이라면… 이 세상에 아마 신은 없는 것 같다""이제부터 네 이름은 에스델이야""그렇게 내게 주어진 두 번째 기회이 기회마저 놓칠 수 없기에 스스로 변하기로 결심했다더 이상은 누군가의 꼭두각시가 아닌, 나로 살겠다고이제는 내가 가진 그 무엇도 놓치지 않을 거야내 신분, 명예, 그리고 대공님까지도접기",https://series.naver.com/comic/detail.series?productNo=9139356&sortOrder=DESC#priceInfo
드래곤의 심장을 가지고 있습니다,naverseries,시뉴라,시뉴라,순정,일시적 휴재,목,41,9.5,81,78화,천 년전 포악한 드래곤을 무찔렀다는 용사 샤론샤론을 동경하며 자란 아루 앞에 어느날 정체불명의 남자가 등장한다뭐? 자기가 바로 그 무시무시한 드래곤이라고? 게다가 내가 바로 그 용사라는데?천 년만에 재회한 드래곤과 용사의 귀엽고도 애절한 로맨스 판타지접기,https://series.naver.com/comic/detail.series?productNo=8531372&sortOrder=DESC#priceInfo
개를 낳았다,naverseries,이선,이선,드라마,완결,35일,1006,9.7,257,전화,"개를 키우며 알게 된 행복, 기쁨, 괴로움, 슬픔",https://series.naver.com/comic/detail.series?productNo=3441871&sortOrder=DESC#priceInfo
악마라고 불러다오,naverseries,안테,써나,순정,연재중,목,46,10.0,98,93화,"낮에는 성형외과 의사로, 밤에는 악마로 살아가는 '현신'  눈빛만으로 누구든 유혹하는 마력을 가졌지만,어느 날 나타난 '이나'에게는 유혹이 통하지 않는다대신 태평한 얼굴로 가슴 수술을 해달라 하는데 이 여자는 뭘까?접기",https://series.naver.com/comic/detail.series?productNo=8393170&sortOrder=DESC#priceInfo
19금 로판에 친구와 빙의될 확률,naverseries,혜용,청,순정,시즌 휴재,목,64,9.7,41,2화,"[매주 금요일 연재]“마시고 죽자”현실의 팍팍함을 한 잔 맥주에 털어버리고자 잔을 부딪쳤는데, 진짜 죽었다 게다가 로판 덕후가 환장하는 ‘19금 피폐 황태자 남주 소설’에 친구 셋이 동시에 빙의하다니 빙의된 세 사람은 각자 입맛에 맞는 남자를 찾아 연애를 시작하는데…“헤밀리아, 날 떠나지 마”“주인님이 하는 거라면 다 좋아요”“언제는 예쁘다더니, 당신 변덕에 휘둘리기만 하는군요”집착광공 황태자 남주부터, 순진한 마음에 몸은 그렇지 못한 감자 청년, 까칠한 츤데레 마법사까지 3인 3색 로맨스가 시작된다접기",https://series.naver.com/comic/detail.series?productNo=9998581&sortOrder=DESC#priceInfo
3분의 1이 없어도,naverseries,당과,당과,드라마,연재중,목,6,10.0,23,18화,"＂서른에도 솔로면 우리끼리 결혼하자＂철없는 중학생 때 소꿉친구와 장난처럼 했던 약속 시간은 흐르고 흘러, 서른이 되는 해 대학 시절부터 만나 온 남자친구와 결혼을 앞두고 있던 연화는 갑작스러운 파혼 선언에 충격을 받는다 멍하니 길을 걷던 중 다가오는 차에 부딪혀 깨어나 보니 10년간의 기억은 사라지고 소꿉친구가 보호자 행세를 하고 있다 보호자? 네가 내 보호자라고?＂우리 정말 결혼했어?＂접기",https://series.naver.com/comic/detail.series?productNo=10678070&sortOrder=DESC#priceInfo
여주에게 버려진 악당을 구하는 방법,naverseries,연비,복희,순정,연재중,토,16,9.6,116,3화,"[계약 기간은 3년, 무사히 악당 가족과 지낼 수 있을까?]여주에게 독살당할 위기에 처한 서브 남주를 구해주다 사고로 어려졌다 은혜를 갚겠다더니 뜬금없이 악명 높은 암살자 가문에 나를 입양시켰다? 반란을 준비 중인 황실 기사 첫째 오빠, 높은 현상금이 목에 걸린 둘째 오빠, 그리고 세기말 최고의 악당 새 아빠 계약 기간은 3년, 무사히 악당 가족과 지낼 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=8322415&sortOrder=DESC#priceInfo
연애의 기록,naverseries,,베어리,드라마,시즌 휴재,목,17,8.2,73,전화,사회 초년생인 석호에게는 직업이나 연봉보다 더 중요한 것이 있었으니 그건 바로 모태솔로 탈출석호는 꿈에 그리던 첫 연애를 시작하게 되지만 예상치 못한 고난들을 겪게 된다  소년과 군인을 거쳐 사회인으로 거듭난 문석호의 사랑과 일 그리고 꿈을 다룬 성장 이야기접기,https://series.naver.com/comic/detail.series?productNo=9191040&sortOrder=DESC#priceInfo
코인 리벤지,naverseries,박성현,박성현,소년,완결,42일,7,9.2,72,8화,코인 가격을 조작하는 세력에 의해 가족을 잃은 천재 대학생 유범복수를 위해 신분을 숨기고 코인 조폭 세력 'ONE'에 잠입한다그는 천재적인 두뇌를 활용하여 자신의 인생을 망가트린 코인 세력에게 피의 복수를 시작한다<사장님을 잠금해제> 박성현 작가의 가상화폐 범죄 느와르 신작접기,https://series.naver.com/comic/detail.series?productNo=9050368&sortOrder=DESC#priceInfo
흙수저에서 최강 투신으로,naverseries,,열문그룹/COMIC LOFT,소년,연재중,금,17,8.4,174,4화,"나 10년 전으로 회귀했어그런데 내가 살던 곳이랑은 좀 다른 것 같다이 세상에서는 '무투가'라는 특별한 재능이 존재한다그들은 강해질수록 부와 권력을 거머쥘 수 있으며,무투가가 되기 위해서도 굉장한 노력과 비용이 든다그런데 우리집은 가난하단 말이지다시 사는 인생이니 좀 출세하고 싶은데어렵사리 무투가의 길을 선택한 그에게,시스템이 나타난다최강 투신? 내게는 치트키가 있으니 문제 없어접기",https://series.naver.com/comic/detail.series?productNo=6726183&sortOrder=DESC#priceInfo
미친 후작을 길들이고 말았다,naverseries,로판맛집,이레,순정,완결,35일,85,9.9,96,8화,"""나를 이용해요 그대가 날 사랑하지 않아도 되니까""정의로운 대장장이 가문의 영애, 라라그녀는 어린 소년, 에스칼을 인신매매로부터 구해내어 함께 지내지만, 갑작스러운 영지 침략으로 인해 그를 잃고 만다쉽게 아물지 않는 아픔을 억지로 묻은 채 가문의 부흥에만 힘 쓴지 1년 라라의 앞에는 제국의 악명 높은 '미친 후작', 에스칼 반 다이크가 나타나는데같은 이름, 유사한 외양, 차갑고 냉정한 성격까지라라는 1년 전 죽은 소년과 자꾸만 겹쳐보이는 그의 애정공세가 혼란스럽기만 하다접기",https://series.naver.com/comic/detail.series?productNo=6510362&sortOrder=DESC#priceInfo
살인자o난감,naverseries,꼬마비,노마비,드라마,완결,월,306,9.8,54,10화,아기자기한 캐릭터와 스릴이 넘치는 이야기의 만남반전이 거듭될 수록 독자는 혼란에 빠진다,https://series.naver.com/comic/detail.series?productNo=3795774&sortOrder=DESC#priceInfo
그 기사가 레이디로 사는 법,naverseries,아인,Ink.,순정,시즌 휴재,목,205,9.9,130,전화,"가장 가까운 친우이자 믿었던 부관의 검이 내 몸을 관통했다다시 눈을 떴을 땐 적국의 귀족 레이디가 되어있었다 낯설고 연약한 타인의 몸과 잃어버린 3년의 세월, 그 사이에 망해버린 나의 조국 얼샤 배신의 아픔과 정체성의 혼란이 나를 짓눌러왔다 온갖 감정이 진탕이 되어 정신을 차릴 수가 없었다 그러나 나는 결국 살아가기로 했다 루시펠라 아이딘으로써, 검을 든 귀족 레이디로서레이디 루시펠라 아이딘으로서 산다는 건 고난의 연속이었다 먼저 이 연약한 몸부터 단련하려 결심하던 차에 나타난 적국의 기사  제더카이어 하인트 이 남자가 나의 약혼자라고? 게다가 날 죽인 놈이 나타나더니 자꾸 얼쩡거리기 시작한다연달아 벌어지는 사건들, 새로운 인연, 낯선 감정, 그리고 모르고 있었던 진실레이디가 걷는 길은 치열하지만 통쾌하다접기",https://series.naver.com/comic/detail.series?productNo=5995700&sortOrder=DESC#priceInfo
멜빈이 그들에게 남긴 것,naverseries,삼칠13,팀 해피게리,순정,완결,목,39,9.9,95,7화,"""이건 당신을 지키고 복수를 돕기 위한 형식적인 혼인입니다""네우스 성의 귀한 아가씨, 셰릴어느 밤, 숙부의 반란으로 오라비가 살해당하고, 그녀 역시 죽임을 당할 위기에 처한다 모든 걸 포기한 마지막 순간 구원이 찾아왔다“기어이 내 혼약자를 죽이고 싶다면 네우스 성은 전쟁을 각오해야 할 거다”가짜 혼약을 앞세워 그녀를 구해준 블레어의 성주, 펠릭스 오라버니의 친구로만 알고 있던 그와의 낯선 결혼생활이 시작된다접기",https://series.naver.com/comic/detail.series?productNo=8657323&sortOrder=DESC#priceInfo
이세계 몬스터들,naverseries,,삼계애니메이션,소년,시즌 휴재,월,1,9.1,69,5화,"99지역에 무시무시한 몬스터가 나타났다어떡해? 죽는 거 아냐? 하지만, 걱정하지 마시라 나 문영수에게는 공격해 오는 적을 튕겨내는 '저항 오라'가 있으니평범한 소년 문영수는 몬스터가 판치는 이세계로 오게 된다그러나 '몬스터 홀리기'라는 패시브 스킬 탓에 몬스터는 계속 꼬이고 결국 잡아 먹힐 위기에 놓인다그 순간, 새 패시브 스킬 '저항 오라'를 얻어 엄청난 힘으로 상대를 쓰러뜨리고 위기에서 벗어난다이제 고생은 끝인 줄 알았건만, 이 스킬에도 치명적인 약점은 있었으니…접기",https://series.naver.com/comic/detail.series?productNo=10411809&sortOrder=DESC#priceInfo
악역 플레이어는 강해지고 싶다,naverseries,Anything,Yuedongwenhua,소년,연재중,3일,8,9.9,705,6화,"갑작스런 교통사고로 죽음을 맞이할 뻔했지만 영문도 모른 채 살아나버린(?) 여우주그날, 여우주의 눈앞에 정체를 알 수 없는 시스템창이 떠오른다-비호감도가 올라갑니다--룰렛을 돌릴 수 있게 됩니다-""룰렛을 돌리면 아이템을 얻을 수 있다니이걸 팔면 나는…""아이템을 팔아 갑부가 되는 망상에 잠겨있던 여우주,하지만 그의 앞을 가로막는 강적들이 나타나는데…접기",https://series.naver.com/comic/detail.series?productNo=6866245&sortOrder=DESC#priceInfo
온리호프,naverseries,초승,초승,순정,연재중,목,87,10.0,75,71화,"사랑스러운 남편의 살인을 목격한 그날 밤,은혜는 살해 당해 그를 처음 만난 9년 전으로 돌아왔다과연 남편의 연쇄살인을 막을 수 있을까?그리고 예전처럼 다시 사랑할 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=8926639&sortOrder=DESC#priceInfo
악녀하렘,naverseries,Hungry Studio,Hungry Studio,순정,완결,금,9,7.6,99,5화,"동녀 제국에서 가장 인망 높았던 대장군, 봉여령은여황제의 음모에 의해 처형을 당하게 된다그로부터 3년 뒤, 그녀는 청양공주의 첫째 딸이였던여미주의 몸으로 환생하게 되고 그녀는 여미주의 이름으로자신을 배신했던 여황제에게 복수를 하기 위해스스로 악녀가 되기로 결심한다하지만, 그녀의 복수극에 자꾸만 남자가 꼬이게 되는데접기",https://series.naver.com/comic/detail.series?productNo=5842108&sortOrder=DESC#priceInfo
조연으로 태어났지만 막장드라마에 봉사하지 않겠다,naverseries,fanqienovel,fanqienovel,순정,연재중,목,좋아요,8.2,23,1화,"여자 조연의 운명 개조 시스템이 활성화되었습니다그녀는 좋아하는 소설 속 조연으로 두 번째로 다시 태어났다익숙한 장면, 똑같은 줄거리, 그녀는 다시 한 번 비극적인 배역이 되었다 전생에서는 사랑받는 조연으로 바꿔보려  모두에게 잘했지만 결과는 허무했었지이번에도 순순히 운명을 인정해야 하고, 남녀 주인공의 사랑의 발판이 되어야 하나? 아니 이번에는 주도적으로 공격하고, 결말이 어떻게 될지 알아도 열심히 발버둥치겠다 더 이상 봉사하지 않겠다！접기",https://series.naver.com/comic/detail.series?productNo=10681763&sortOrder=DESC#priceInfo
유주의 우주,naverseries,샌도,샌도,순정,연재중,목,6,10.0,24,19화,"사람은 정해진 운명이 있다고 믿는 배유주는 18살 여름, 이사 온 학교에서 우연히 마주쳤었던 아이를 '운명적'으로 만나게 된다 이 운명, 이루어질까? 여름, 세 사람의 성장 학원로맨스",https://series.naver.com/comic/detail.series?productNo=10635706&sortOrder=DESC#priceInfo
최강 초능력자가 힘을 숨김,naverseries,Changpan Warrior,Changpan Warrior,소년,완결,2일,좋아요,5.2,90,9화,"나는 먹이사슬 최하위 계급 초능력자 우리같은 사람들을 부르는 단어는 여러가지가 있지노예, 사회악, 신의 실수 등등 우리가 대체 무슨 잘못을 했길래 이런 취급을 받아야 해 이제 숨겨뒀던 힘을 개방할 때가 왔다접기",https://series.naver.com/comic/detail.series?productNo=9926969&sortOrder=DESC#priceInfo
그렇고 그런 바람에,naverseries,아니영,아니영,순정,완결,35일,61,9.9,97,11화,4년 전 학교를 떠들썩하게 만들었던 불륜녀 오바람이 복학했다그런데 복학한 것은 바람만이 아니다? 바람의 주변을 맴돈다는 물귀신 소문바람은 물귀신의 훼방에도 굴하지 않고 즐거운 학교생활을 이어갈 수 있을까?<라일락 200%> 아니영 작가의 캠퍼스 로맨스 신작접기,https://series.naver.com/comic/detail.series?productNo=8095225&sortOrder=DESC#priceInfo
"날백수, 스킬 하나로 정점에 서다",naverseries,Yohei Inoki,Yohei Inoki,소년,시즌 휴재,금,좋아요,10.0,55,3화,백수인 내가 이세계에 전생했다?영웅을 동경한 나는 자신의 레벨을 올리며 스킬을 강화한다게다가 가호스킬을 마구잡이로 사용해 동료 여자아이를 강화하고 나만의 최강 하렘 파티를 만들자내친김에 마물을 쓰러트려 세계멸망도 막아보자고일본 소설 투고 사이트 「에브리스타」의 인기 소설을 공식 코미컬라이즈접기,https://series.naver.com/comic/detail.series?productNo=10029869&sortOrder=DESC#priceInfo
폭군의 딸로 살아남기,naverseries,Wulichouchou,China Literature,순정,연재중,화,13,9.3,146,4화,"어느 날, 폭군이 제일 싫어하는 다섯 살짜리 여자 아이 현소월로 빙의한 여주 살기 위해 안간힘을 써가며 폭군과 거리를 두었지만, 운명은 계속해서 그녀를 잔인한 폭군에게 이끈다 우연한 기회에 폭군의 총애를 얻게 되었지만, 궁전의 암투와 왕위를 향한 싸움은 이제 겨우 서막을 올리는데…",https://series.naver.com/comic/detail.series?productNo=8374385&sortOrder=DESC#priceInfo
콜미로맨틱,naverseries,최용성,최용성,드라마,일시적 휴재,목,5,9.9,25,20화,"홍덕혜는 자신이 읽었던 로맨스 <사랑은 테이크아웃>의 주인공 ‘서나인’이 된다 메인 남주인 ‘차민호’와 연인이 되는 소설의 결말과는 달리, 서브 남주인 ‘민규현’과의 사랑을 꿈꾸는 덕혜하지만 나인이 일하는 카페에서 살인사건이 일어난다 피해자는 규현의 여자친구, 용의자는 규현소설의 내용과 다른 전개에 당황한 덕혜는 현실 세계로 돌아가기 위한 방법을 찾는다접기",https://series.naver.com/comic/detail.series?productNo=10602319&sortOrder=DESC#priceInfo
대신 살쪄주는 여자,naverseries,롸나,롸나,드라마,일시적 휴재,13일,9,7.7,34,전화,"음식의 유혹 앞에서 먹고 토하기를 반복하며 괴로워하던 여희연은 예쁜 얼굴과 날씬한 몸매로 학교 인기남까지 쟁취한 진주아를 질투하며 마른 몸에 대한 깊은 욕망을 갖게 된다그러다 우연히 진주아가 '대신 살쪄주는 능력'을 가지고 있는 하명선과의 거래를 통해 살을 빼고 있다는 사실을 알게 되고, 아무도 모르게 하명선에게 접근하여 그녀와의 위험한 거래를 시작한다접기",https://series.naver.com/comic/detail.series?productNo=10166412&sortOrder=DESC#priceInfo
영혼에게 사기결혼 당했습니다,naverseries,에스프리,존진,순정,완결,수,18,9.0,50,3화,"[잘생긴 영혼과의 아슬아슬 밀당 로맨스]예성그룹 품질관리팀 대리 신나영이름과 달리 나영의 일상은 신나지 않는 일들로 가득하다주변 사람들의 끝도 없는 후려치기, 불어나기만 하는 경조사비, 타협할 수 없는 연인의 외모'그래, 비혼식을 하는 거야'나영은 결연하게 비혼을 결심하고 내친김에 비혼식도 올려 경조사비를 회수했다그리고 비혼의 꿈을 실현시켜 줄 테라스 하우스에 입주하는데""저와 결혼하기로 했잖아요""잘생긴 남자와 달콤한 하룻밤을 보내는 꿈을 꾸고 아침에 눈을 떠 보니,자신의 옆자리에 진짜로 남자가 있었다 그것도 잘생긴할렐루야 아니, 아니지, 당신 누구야?나영은 미치고 팔짝 뛰고 싶었지만, 남자는 계약서 한 장을 내밀었다집 계약하면서 이런 이야기는 못 들었는데?몰라, 물러 이 결혼은 사기야접기",https://series.naver.com/comic/detail.series?productNo=8139462&sortOrder=DESC#priceInfo
여우 저택,naverseries,별무리,두두,순정,완결,일,3,9.4,41,3화,"황금 3만 냥짜리 복상사 의뢰, 과연 가능한 걸까?만취한 상태로 황금 3만 냥짜리 의뢰를 받은 살수 설유연목표물을 반드시 복상사로 죽여야 한다는 조항이 너무나 해괴하다계약을 파기할 수 없어서 새신부로 위장하고 주 씨 저택에 들어갔더니형 이현(의뢰인)과 동생 이휘(목표물)가 몸을 공유하는 상황형 이현은 동생 이휘의 몸을 달게 하려면 한동안 신랑을 피해 다니고, 자신에게 가르침을 받는 게 좋겠다고 한다목표물하고만 합방하면 되는 줄 알았는데 의뢰인과도 해야 하는 거였어?설상가상으로 이들은 천년을 산 여우요신이라고 하는데……아무리 설유연이 천하제일의 살수라지만 과연 복상사, 이거 가능한가?접기",https://series.naver.com/comic/detail.series?productNo=10538782&sortOrder=DESC#priceInfo
당신의 사랑,naverseries,,오아,순정,일시적 휴재,13일,5,10.0,23,전화,"서른셋 손이 느린 일러스트레이터 지망생 한사랑엄마의 소개로 외모까지 이상형인 최강 스펙 돌싱남 성요셉을 만나 사랑에 빠져 사귀게 되지만이 남자, 뭔가 이상하다접기",https://series.naver.com/comic/detail.series?productNo=10543528&sortOrder=DESC#priceInfo
절대복종,naverseries,혼,혼,소년,시즌 휴재,목,11,9.2,79,전화,"일진들의 괴롭힘을 받던 다임은 자신의 오래된 핸드폰에서 자신의 인생을 바꿀 게임을 만나게 된다일진들을 부려먹고, 선량한 조력자들을 포섭하여 성장시킬 수 있는 사기적인 전략 RPG 게임이 RPG 게임의 최종 목표는 학교 폭력을 세상에서 없애는 것이다접기",https://series.naver.com/comic/detail.series?productNo=8811119&sortOrder=DESC#priceInfo
폭군님은 착하게 살고 싶어,naverseries,람글,카콘,순정,연재중,목,104,10.0,72,67화,"폭군님은 갱생 중제국 우베라의 폭군이었던 도로테아 밀라네어눈앞의 모든 것을 제거하며, 빼앗고 탐욕스럽게 먹어 치우는 '악'이었던 그녀는결국 사랑하는 사람에게 미움받고 처형을 당하고 만다그런데 눈을 뜨니 어린 시절로 되돌아왔다? 혹시 이건 악과 후회로 얼룩진 인생을 되돌릴 수 있는 기회가 아닐까?이번 생의 목표는 착하게 사는 것과연 도로테아는 폭군이었던 과거를 청산하고 새로운 삶에서 착하게 살아갈 수 있을까?폭군님의 인생을 건 갱생이 시작된다접기",https://series.naver.com/comic/detail.series?productNo=9013022&sortOrder=DESC#priceInfo
애 아빠가 누군지 나도 모릅니다,naverseries,구름에 숨은 달,스푼코믹스,순정,연재중,수,1,9.4,51,3화,"우연히 읽던 소설 속 악녀이자 황녀 에트리샤에게 빙의했다그것도 출산 도중에 빙의라니? 끔찍한 고통 끝에 정신을 차려 보니 어느새 품에 아이가 안겨 있었다“에트리샤 고생 많았다 그런데 한 가지 묻고 싶구나 아이의 아비는 누구냐”“……아이의 아비요?”그러네 애 아빠가 누구지? 아니 그 말은 지, 지금 내가 애를 낳은 거야?“대체 아이 아빠가 누구야?”저는 남편이 누군지도 모른답니다 제가 저지른 일도 아니잖아요***“내가 이 자리에 루스티나를 데려온 것은 모두에게 공표하기 위함이다”아버지는 나와 루스티나를 보더니 이내 모두가 경악할 만한 제안을 내걸었다“루스티나의 아비를 찾으면 부마로 삼겠다 하나 내 뒤를 잇는 것은 에트리샤가 될 것이다”그 말에 모두가 입을 떡 하고 벌렸다 그건 나와 루스티나 역시 마찬가지인 듯했다루스티나가 내 아버지를 쳐다보며 눈을 깜빡였다‘……지금 내가 뭘 들은 거지?’내게 지금 계승권을 주겠다는 거 같은데 그러실 필요가 없어요 저는 그냥 아이 아버지만 찾으면 떠날 생각이었는데“아, 아버지?”접기",https://series.naver.com/comic/detail.series?productNo=10111732&sortOrder=DESC#priceInfo
우리는 후라이족,naverseries,켄타,켄타,드라마,연재중,목,4,10.0,33,30화,"심한 천식질환으로 시골로 이사오게 된 11살 소년 호준이어느 날 밤푸른 눈을 가진 하얗고 포동포동한 털북숭이가 호준이 앞에 나타나 경고한다""우리는 후라이족입니다 인간은 이 집을 떠나십시오""접기",https://series.naver.com/comic/detail.series?productNo=10394949&sortOrder=DESC#priceInfo
남주를 입양합니다,naverseries,샤무아,마루코믹스,순정,완결,수,5,9.7,90,3화,"""이 아이들을 행복하게 만들어 줄 거야그게 내가 이 세계로 환생한 이유니까""미래에 대마법사가 될 운명인 롤랜드와 그의 동생 멜리사그리고 롤랜드의 재능을 착취하여 자신의 이익을 챙기려는 렝케렝케의 감시를 피해서 롤랜드와 멜리사를 데리고 도망치겠어일단 렝케를 피해서 먼 도시로 도망치면 될 줄 알았는데…아이들과의 관계가 어떻게 되냐고요?""저는… 이 아이들의 엄마예요카리나 블로에입니다""그렇게 겨우 도망친 곳이 왜 하필 클로드 공작의 영지인 거야?인재만 보면 사족을 못 쓰고 영입하려 든다는 클로드 공작'각하, 우리 아이들의 재능은 탐내시면 안 됩니다'""아무래도 나는… 블로에 부인이 탐이 나서 말이지""이건 또 무슨 소리세요…?렝케를 피해서 도망쳤더니, 이젠 공작까지 피해 다녀야 하는 거야?접기",https://series.naver.com/comic/detail.series?productNo=8756051&sortOrder=DESC#priceInfo
오늘부터 성주,naverseries,오야대백,누소월,소년,시즌 휴재,금,7,8.9,501,14화,"뜻밖의 감전 사고로 인해 집돌이 유풍은인간, 수인족, 엘프 등이 공존하는 세계로 가게 된다 유풍은 지구의 유리컵 다섯 개로 '서양성(城)'을 얻어성주의 길을 걷게 되는데…접기",https://series.naver.com/comic/detail.series?productNo=5460577&sortOrder=DESC#priceInfo
회귀했더니 최강 네크로맨서,naverseries,Mountain Studio,Mountain Studio,소년,시즌 휴재,5일,1,9.0,80,9화,"천하를 평정했지만 비참한 죽음 맞은 북기왕이 남긴 유물이 내 손에 들어왔다생각한 대로, 원하는 대로 소환할 수 있다 단, 필요한 것은 인간의 영혼좋아, 모두 나에게 영혼 바칠 준비 단단히 하라고접기",https://series.naver.com/comic/detail.series?productNo=10029091&sortOrder=DESC#priceInfo
버그로 왕까지,naverseries,TONY,Akan,소년,완결,금,좋아요,10.0,120,4화,"회사에서 구박을 받으며 힘들게 살고 있는 주안은 게임 프로그래머이다 그의 일상 업무는 <신세계>라는 게임의 BUG를 수정하는 것이다 주안은 자기의 보너스 코너를 게임 속에 추가하는 것이 유일한 즐거움이었다  그런데 어느 날 갑자기 이 게임이 현실 세계로 되어버렸고, 게임중에 BUG와 자기가 설치한 보너스 코너를 잘 알고 있는 주안은 몬스터와 사투를 벌이며 생존과 성장을 해나간다 과연 왕까지 성장할 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=9293428&sortOrder=DESC#priceInfo
꿈속에서 레벨업,naverseries,,b2g 파인애플,소년,완결,목,1,8.3,24,3화,"대학생 이현은 친절한 공사 도급업자의 도움으로 일자리를 구한다하지만 도급업자에게는 다른 꿍꿍이가 있었고, 그 역시 검은 조직에 팔려가 암시장의 장기매매 상품으로 전락하고 만다수술대에서 깨어난 이현는 절체절명의 위기에서 반격을 가하고 검은 조직의 병원에서 탈출한다검은 조직에게 쫓기며 이곳저곳 몸을 숨기던 그때, 그는 자신의 몸에 이변이 일어났음을 깨닫는데접기",https://series.naver.com/comic/detail.series?productNo=10171071&sortOrder=DESC#priceInfo
악역이지만 즐겁습니다,naverseries,Tianmingfanpai/faloo,HuiShu animation,소년,시즌 휴재,수,2,7.2,90,4화,"주인공 구도환은 판타지 세계로 타임슬립하였다 타임슬립을 하자마자 바로 그 세계 주인공의 질투와 시기를 받게 되는데 여주가 먼저 대쉬하지 않나, 남들 질투를 받기에는 충분한 vvvip대우까지 있네? 다행히도 신분도 실력도 금수저나 운만 따라주는 원래 남주를 이기기엔 식은 죽 먹기였다 근데 잠깐, 여기 왜 또 주인공만 수집하는 시스템이 있지? 이거 참, 악역의 길에서 벗어날 수가 없게 됐네",https://series.naver.com/comic/detail.series?productNo=9670274&sortOrder=DESC#priceInfo
쌈빡,naverseries,38,38,소년,완결,목,24,9.3,89,11화,이판사판이다  쌈빡하게 붙자마천에는 오래된 소문이 하나 있다그것은 이 학교가 조폭양성소라는 소문물론 아직은 소문일 뿐이다접기,https://series.naver.com/comic/detail.series?productNo=6528132&sortOrder=DESC#priceInfo
북부 대공의 정체가 흑막 악녀라 곤란하다,naverseries,해서람,마루코믹스,순정,완결,금,5,9.7,102,3화,"하필이면 피폐 소설 속 남주의 뒤통수를 치고 온갖 고문을 당하다 죽는 최종 흑막 악녀로 빙의했다넘치는 권력과 돈이 있는데 굳이 남주 심기를 건드릴 필요가 있나?조용히 남주 눈에 띄지 말고 북부에서 노후 준비나 하자""북부의 문을 걸어 잠가라""""그 누구도 내 허락 없인 들어오지 못하도록""그렇게 남주와 얽히지 않기 위해 성문까지 걸어 잠갔는데…""각하, 어린애 같은데, 어떻게 경계 숲까지 혼자 들어왔을까요?""원작에 짧게 묘사된 '사라진 몇 년' 동안 남주가 하필 흑막의 영지인 북부에 있었다고?""당신, 누구야…?""""전하? 지금 나 보고 전하라 부르는 거야?""남주가 제 발로 북부에 찾아왔다그것도 기억까지 잃은 채로접기",https://series.naver.com/comic/detail.series?productNo=8786787&sortOrder=DESC#priceInfo
성스러운 그대 이르시길,naverseries,26,로주,순정,완결,목,60,9.8,60,9화,"신성국의 이단심문관 '맥클라트'는 대신관의 명으로 사악한 대마녀 '비에니'를 사로잡는다 그런데 비에니는 오히려 마녀사냥을 돕겠다며 다른 마녀들을 밀고한다 자기 앞에선 두려움에 떨면서도, 마녀를 정화하는 데는 거리낌이 없는 비에니 그녀를 곁에 두며 맥클라트는 자신의 감정과 신념에 점점 혼란스러움을 느끼는데접기",https://series.naver.com/comic/detail.series?productNo=8937670&sortOrder=DESC#priceInfo
