이름,플랫폼,작가,그림,장르,상태,요일,조회수,좋아요,총화수,무료,무료주기,줄거리,키워드,첫화링크
못난이 공녀가 되었습니다,kakaowebtoon,강세아,강세아,로맨스 판타지,완결,3시간마다 무료,698.7만,23.8만,132,5,3시간마다 무료,"하필이면 못난이 공녀에 빙의했다  자신을 경멸하는 가족들의 관심을 받기 위해 여기저기 패악을 부려, 그 결과 사람들의 무시와 비웃음을 한 몸에 받으며 '못난이 공녀'로 불리던 실비아 아틀란테로  죽기 위해 스스로 독을 마시고 생을 마감한 실비아의 몸에 내가 들어왔지만, 나는 그녀처럼 살고 싶지 않았다  ""돈도 많고 몸도 건강한데, 다른 사람 신경 쓰며 살 필요가 뭐가 있어? 내 인생, 내 맘대로 살다 가면 그만이지""  그렇게 내 살 길 묵묵히 찾아갔을 뿐인데  다들 갑자기 왜 이러는 거야? 실비아의 기억과는 너무 다르잖아? 난 조용히 살고 싶은데?  ""그래도 넌 내 동생이고, 아틀란테의 일원이야""","환상적인,따뜻한,로맨스판타지,회귀물",https://webtoon.kakao.com/content/%EB%AA%BB%EB%82%9C%EC%9D%B4-%EA%B3%B5%EB%85%80%EA%B0%80-%EB%90%98%EC%97%88%EC%8A%B5%EB%8B%88%EB%8B%A4/2448
혼인해주오,kakaowebtoon,린우,포핀,로맨스,연재,화,27.6만,1.2만,51,3,3시간마다 무료,"“올해 안에 집안에 혼사가 없다면 역병이 가문의 씨를 말릴 것이다”수려한 외모와 백하국 최고 권력가의 자제로 존재 자체만으로 백하국 유명 인사인네쌍둥이는 수상한 비밀을 하나씩 가지고 있다첫째 연도윤은 개미보다 약한 몸뚱어리의 주인으로,둘째 연도겸은 부모 얼굴도 기억 못 하는 닭대가리 기억력으로,셋째 연도진은 제 방도 못 찾는 최강 길치로그리고 막내 연지아는 호랑이도 맨손으로 때려잡는 괴력의 소유자이다이런 이들에게 아버지 연 재상은 청천벽력 말을 전하는데…갑자기 결혼하는 것도 싫은데 꼭 ‘연애’ 결혼을 해야 한다고?난데없는 저주를 받은 백하국 최고 권력자 집안과등 떠밀려 하는 결혼은 죽어도 싫은 막내딸 연지아의혼사를 피하기 위한 오라버니들 팔아먹기 대작전","통쾌한,발랄한,로맨스,로맨틱코미디물",https://webtoon.kakao.com/content/%ED%98%BC%EC%9D%B8%ED%95%B4%EC%A3%BC%EC%98%A4/3589
지옥에서 독식,kakaowebtoon,COBY(Contentslabblue),김동훈,액션/무협,완결,1일마다 무료,320.1만,7만,61,4,1일마다 무료,"헌터를 꿈꿔볼 가능성도 짓밟힌 흙수저 채취꾼 강현무어느 날 일확천금을 꿈꾸며 잠든 그의 앞에 나타난것은……?【난이도: 지옥 종말의 별에 진입합니다】“……뭐?”괴물들로 넘쳐나는 미래의 지구에서 아이템도,스킬도 나 혼자 독식한다","압도되는,통쾌한,액션/무협,레벨업물",https://webtoon.kakao.com/content/%EC%A7%80%EC%98%A5%EC%97%90%EC%84%9C-%EB%8F%85%EC%8B%9D/2677
이 용사 실화냐,kakaowebtoon,빠용,빠용,액션/무협,완결,3시간마다 무료,261.2만,10.6만,101,3,3시간마다 무료,"지금까지 이런 용사는 없었다이것은 용사인가 악마인가같은 반 아이들과 이세계로 소환된 강한수반 친구들은 마법이니 이세계니 신기해 하지만,한수는 얼른 집에 돌아가고만 싶을 뿐이다안락하고 따뜻한 우리 집을 냅두고 왜 이세계에서 모험같은 걸?소환한 여신도 정 의지가 없다면 어쩔 수 없다며 본래 세계로 돌려보내주겠다고 약속하고한수를 집으로 보내주지만눈을 떠보니 이세계 그대로친구들은 없어졌고 주위에는 몬스터 뿐이다","통쾌한,몰입되는,액션/무협,차원이동물",https://webtoon.kakao.com/content/%EC%9D%B4-%EC%9A%A9%EC%82%AC-%EC%8B%A4%ED%99%94%EB%83%90/2821
두 번째 남편,kakaowebtoon,고을원,실,드라마,완결,3시간마다 무료,174만,4.3만,84,4,3시간마다 무료,"""행복하게 해줄게""첫 눈에 반했던 연극 배우, 태양과 행복한 결혼에 성공했던 은하""이혼하자""하지만 부모님의 죽음과 함께 태양의 배신이라는 절망은 한꺼번에 찾아온다""이건 내 대학교 때 모습이잖아?""그리고 뜻밖의 회귀까지도뜬금없이 다시 시작된 2회차 캠퍼스 라이프 은하는 '다시는 사랑 따위 하지 않으리라' 결심하고, 이번 생엔 오로지 부모님과의 실버 타운행만을 꿈꾸지만…""나한테도 기회가 있는 건가?""갑작스럽게 마음을 표현하는 오랜 친구 성우 그리고 또다시 얽혀드는 태양까지방심 할 수 없는 2회차 캠퍼스 라이프가 시작된다","설레는,미스테리한,드라마,회귀물",https://webtoon.kakao.com/content/%EB%91%90-%EB%B2%88%EC%A7%B8-%EB%82%A8%ED%8E%B8/3196
8서클 마법사의 환생,kakaowebtoon,스튜디오 이너스,chleo,학원/판타지,완결,3시간마다 무료,633.1만,14.4만,160,11,3시간마다 무료,"대륙을 통일한 구국의 영웅이자 8서클의 대마법사 헨리 모리스 친우였던 선대 황제가 죽은 뒤 아들인 현 황제가 귀족의 꼭두각시가 되면서 반역죄로 몰려 어이없이 처형을 당하게 된다 그리고 모든 것의 끝이라는 죽음을 맞이한 그 순간 '헨리'라는 같은 이름을 가진 약해 빠진  어느 검사의 몸으로 되살아난다 ""이번 생에 내가 할일은 정해진 것 같군 8서클 대마법사이자 소드마스터가 되는 거야"" 지옥에서 돌아온 헨리의 화려하고 잔혹한 복수극이 지금 시작된다","통쾌한,역동적인,학원/판타지,회귀물",https://webtoon.kakao.com/content/8%EC%84%9C%ED%81%B4-%EB%A7%88%EB%B2%95%EC%82%AC%EC%9D%98-%ED%99%98%EC%83%9D/2389
결혼은 사양합니다,kakaowebtoon,스튜디오M,하개,로맨스,완결,3일마다 무료,69.4만,1.5만,84,3,3일마다 무료,"4년 전 연기처럼 사라졌다가 다시 나타난 남자, 지한""키스하고 싶은데 해도 됩니까?""지한의 뜨거운 유혹에 속절없이 끌려버린 단아격정적인 하룻밤 이후, 남자의 지칠 줄 모르는 직진이 시작되었다""정단아 씨 우리 결혼합시다""고작 하룻밤 잤다고 결혼을 하자고?""죄송하지만, 결혼은 사양합니다”","발랄한,공감되는,로맨스,로맨틱코미디물",https://webtoon.kakao.com/content/%EA%B2%B0%ED%98%BC%EC%9D%80-%EC%82%AC%EC%96%91%ED%95%A9%EB%8B%88%EB%8B%A4/3097
구천구검,kakaowebtoon,메이저 톰,세인트 나인,액션/무협,시즌완결,금,647.8만,19만,74,3,3시간마다 무료,"""그가 아홉 하늘의 주인이다”큰엄마와 배다른 형제자매들에게 온갖 괴롭힘을 당하며 살아온 서자 연적하부친이 병으로 죽은 뒤 연적하는 창고에 갇히게 되고…창고에서 세월을 보낸 지 십 년인외(人外)의 무공을 얻어 세상 밖으로 탈출한다“내가 연씨들에게 감정이 좀 많아”구천구검의 유일한 전승자 연적하의 거침없는 강호행이 펼쳐진다","긴장감있는,몰입되는,액션/무협,성공성장물",https://webtoon.kakao.com/content/%EA%B5%AC%EC%B2%9C%EA%B5%AC%EA%B2%80/3208
악녀는 집으로 돌아가고 싶습니다,kakaowebtoon,와이낫미프로덕션,DXD Animation,로맨스 판타지,연재,화,46.7만,1.4만,51,3,3시간마다 무료,"여주인공 릴리에의 친구이자, 악녀인 아스틴에 빙의했다악녀의 삶에서 날 구원한 건 언제나 다정한 내 친구, 릴리에릴리에는 내 전부였다'내 옆에 계속 있으면 릴리에가 불행해질지도 몰라'그래서 난 릴리에의 곁에서 사라져 주기로 결심했다모든 것은 완벽한 결말을 위해서그런데""리시안, 저를 왜 찾으신 거죠?""어째서 릴리에의 상대인 남주가 찾아와 슬픈 눈으로 날 붙잡는 것일까""저만 두고 가지 마십시오""나를 잘 아는 듯한 말투""당신이 제자리로 돌아갈 수 있도록 돕겠습니다""그의 말들을 이해할 수 없었지만나는 어쩐지 안도하고 말았다","몰입되는,궁금하게하는,로맨스판타지,빙의물",https://webtoon.kakao.com/content/%EC%95%85%EB%85%80%EB%8A%94-%EC%A7%91%EC%9C%BC%EB%A1%9C-%EB%8F%8C%EC%95%84%EA%B0%80%EA%B3%A0-%EC%8B%B6%EC%8A%B5%EB%8B%88%EB%8B%A4/3617
엑스텐,kakaowebtoon,도안나,안재진,액션/무협,시즌완결,화,318.8만,8.4만,106,52,3시간마다 무료,"14살, 중등부 신기록을 세우게 된 날 부모님을 잃었다 오빈우는 주변에 불행이 연달아 일어나기 시작하면서 양궁을 그만두게 된다그 후, 그의 인생은 달라졌다어딘가 공허해 버린 삶이지만 그래도 그 삶에 만족하며… 만족하기 위해 애써 양궁을 잊고 지낸지 3년신라고등학교에 입학한 빈우는 신라고 양궁부원들을 만나면서, 어느새 양궁을 좋아하는 자신을 발견하게 되는데…본격 학원 양궁스포츠 <엑스텐>","역동적인,감동적인,액션/무협,성공성장물",https://webtoon.kakao.com/content/%EC%97%91%EC%8A%A4%ED%85%90/2599
내 침대 밑에 괴물 남주가 산다,kakaowebtoon,,지헤,로맨스 판타지,연재,월,145.5만,6.2만,40,3,3시간마다 무료,"19금 피폐 로판 소설 속으로 빙의하는 것?그래, 거기까진 좋았다하필이면 내가 빙의한 캐릭터가빌런의 딸인 데다, 곧 죽을 거란 것만 빼면이 운명 아닌 운명을어떻게 빠져 나가야 할지 고민하던 중,사이코패스(?) 전쟁광(?) 오빠에게선물 하나를 받는데……물, 컹?이거…… 슬라임이잖아?토실토실 물컹물컹 보드랍기만 하던 슬라임이말을 하기 시작했다?“뮤뮤(칭구)”새로운 마물 친구의 등장으로나, 이리나 소르디에의 운명은급격히 다른 방향으로 흐르고 마는데?************************************************[표지 및 로고 디자인] 송가희","귀여운,발랄한,로맨스판타지,빙의물",https://webtoon.kakao.com/content/%EB%82%B4-%EC%B9%A8%EB%8C%80-%EB%B0%91%EC%97%90-%EA%B4%B4%EB%AC%BC-%EB%82%A8%EC%A3%BC%EA%B0%80-%EC%82%B0%EB%8B%A4/3602
야반도주는 신중히,kakaowebtoon,달로가자,"초코, NA",로맨스 판타지,시즌완결,화,57.5만,2.3만,59,3,1일마다 무료,"미치광이 대공이자 자기 사랑을 위해 부인을 죽이는 남자 주인공, 칼라일그런데 하필 그 부인에게 빙의해버렸다그런데 아주 어린 시절 정략혼으로 만나게 된 그 미치광이 대공은아주 작고 볼품없는 어린아이다?'내가 잘 키우면, 어쩌면그 소설 속의 난폭한 칼라일이 아닌평범하게 멋진 남자주인공이 될 수 있을지도??'그렇게 결심한 리리안은 미치광이 남주를 훌륭하게 키워냈다이젠 여주에게 넘기면 된다가짜 연인까지 만들어서 야반도주도 감행해서 완벽하게 사라져 줄 거다그런데, 왜너의 여주가 아닌 나를 따라오는 거야?","발랄한,미스테리한,로맨스판타지,빙의물",https://webtoon.kakao.com/content/%EC%95%BC%EB%B0%98%EB%8F%84%EC%A3%BC%EB%8A%94-%EC%8B%A0%EC%A4%91%ED%9E%88/3550
미친 왕녀 레니아,kakaowebtoon,탄윤,사본,로맨스 판타지,완결,15,111.7만,3.8만,85,3,1일마다 무료,"폰티아노의 왕녀 레니아그녀의 꽃처럼 행복했던 시절은 클로비스 제노프 공작과의 결혼으로 모두 망가져 버렸다 ""레니아 제노프에게, 클로비스 제노프 공작 시해 죄로 사형을 선고한다""""저는 결백해요 하늘에 맹세코 저는 사랑하는 남편을 죽이지 않았어요"" 애달픈 절규에도 지옥 같은 현실은 변하지 않았다 이제 남은 건 죽음이라는 신의 축복 뿐 모든 걸 망각하고 신의 품 안에서 안식을 찾기 위해, 그녀는 자신의 목덜미에 칼을 찔러 넣었다 하지만 신은 절박했던 그녀의 마지막 소원조차 들어주지 않았다그녀가 가장 행복했었던 18번째 생일 날, 피로 얼룩진 기억들을 여전히 간직한 채로 다시 돌아왔다 '다 뜯어고치겠어 그들의 손에서 놀아나, 비틀어졌던 내 과거를 바로잡기 위해 그리고 무엇보다절대 클로비스와는 결혼하지 않을 거야' 바꿔야만 했다 아무것도 몰랐던 순진한 자신을,그리고 그녀로 인해 죽음을 맞이할 그 남자와의 결혼을","몰입되는,처절한,로맨스판타지,회귀물",https://webtoon.kakao.com/content/%EB%AF%B8%EC%B9%9C-%EC%99%95%EB%85%80-%EB%A0%88%EB%8B%88%EC%95%84/3445
집으로 돌려보내 주세요,kakaowebtoon,이지,이지,로맨스 판타지,완결,3시간마다 무료,172.9만,6.2만,98,3,3시간마다 무료,"로판 소설 매니아인 주인공은짝사랑 상대인 예준에게 고백받으러 가는 순간, 로판 소설 속 세계에 빙의된다정체불명의 소설 속, ‘베아트리체’라는 몰락 귀족에 빙의된 주인공은기대했던 달콤한 연애는커녕, 목숨에 위협만 받게 되는데수시로 날 죽이려 드는 수상한 약혼자 다니엘과그런 그에게서 날 지켜주는 저주받은 황실 기사 엘린둘 사이에서 느끼는 묘한 감정들“나 집으로 돌아갈래”과연 나는 죽지 않고 무사히 집으로 돌아갈 수 있을까…?","몰입되는,긴장감있는,로맨스판타지,빙의물",https://webtoon.kakao.com/content/%EC%A7%91%EC%9C%BC%EB%A1%9C-%EB%8F%8C%EB%A0%A4%EB%B3%B4%EB%82%B4-%EC%A3%BC%EC%84%B8%EC%9A%94/2774
남편을 고를 때는 신중하게,kakaowebtoon,더므,"섭, 백백",로맨스 판타지,연재,화,137.3만,6.6만,51,4,3시간마다 무료,"어머니가 세상을 떠난 뒤 아버지에게 재산을 빼앗기고 수도원의 오두막에서 홀로 사는 엘로즈 아버지의 사망했다는 소식을 듣고서 유산과 작위를 물려받기 위해 수도원을 탈출해 수도로 향한다하지만 자신의 것을 상속받으려면 몇 시간 내로 결혼을 해야 하는 상황“신이시여, 제 남편 될 사람 한 명만 좀 보내 주시면 안될까요? 가능하시면 지금 당장 부탁드려요”신께서 기도를 들어준 것일까?때마침 앞에 웬 남자가 엘로즈의 앞으로 굴러 떨어졌다돌아가신 어머니가 “남편을 고를 때는 신중하렴”이라고 말했지만 그럴 수 없는 상황엘로즈는 자신의 돈을 가져간 라크샨이라는 남자에게 제안한다“돈이 아니라 몸으로 갚을 생각 없어?”라크샨이 황제의 아우이자 용병왕 하르칸이라는 사실을 꿈에도 모른 채","발랄한,따뜻한,로맨스판타지,로맨틱코미디물",https://webtoon.kakao.com/content/%EB%82%A8%ED%8E%B8%EC%9D%84-%EA%B3%A0%EB%A5%BC-%EB%95%8C%EB%8A%94-%EC%8B%A0%EC%A4%91%ED%95%98%EA%B2%8C/3495
천재 아이돌의 연예계 공략법,kakaowebtoon,이지은,웁,판타지 드라마,시즌완결,금,30.3만,1.8만,40,3,1일마다 무료,"천 년에 한 번 나올 미모의 연습생 온하제스폰서 제의를 걷어차며 데뷔도 날아간 이후다시는 연예계에 발 들이지 않겠다 다짐했다웬 아이돌 육성 게임에 빙의하기 전까지는숨겨왔던 재능 찾아 아이돌로 성장하랴,말 안 듣는 시스템이랑 밀당하랴,빙의한 캐릭터 과거 추리하랴돈도, 집도, 아는 것도 없이개고생은 개고생대로 다 했는데…“큰일이다 이거 재밌다”되는대로, 하는 대로, 마음 가는 대로일단 직진, 도전, 그리고 공략천재 아이돌 온라온의 연예계 공략기#얼굴만_잘하는_줄_알았는데#알고_보니_팔방미인_천재_아이돌","개성있는,몰입되는,판타지드라마,영혼체인지",https://webtoon.kakao.com/content/%EC%B2%9C%EC%9E%AC-%EC%95%84%EC%9D%B4%EB%8F%8C%EC%9D%98-%EC%97%B0%EC%98%88%EA%B3%84-%EA%B3%B5%EB%9E%B5%EB%B2%95/3569
신입사원 김좀비,kakaowebtoon,갱눈,이승준,판타지 드라마,연재,화,16.1만,"8,211",36,37,연재 무료,"[평범하게 사는 것, 그게 제 꿈이에요]평범한 삶을 꿈꾸는 김고수, 그러나 취준생 백수인 고수에게 평범한 삶은 그야말로 꿈에 가까웠다모든 것을 포기하고 생을 마감하려던 순간[축하합니다 도도소프트에 합격하셨습니다]""아 안돼 나 첫 출근해야 된단 말야"" 그대로 숨이 끊어진줄 알았는데 어라? 죽지 않았어? 와~ 이제 나도 신입사원이야, 신난다그런데 왜 입에 피가 묻어있지?좀비가 된 고수는 직장생활에 성공해 평범한 삶을 살 수 있을까?눈물콧물 줄줄~ 짠내나는 특별한 좀비의 특별한 직장 이야기가 시작된다","개성있는,웃기는,판타지드라마,오피스물",https://webtoon.kakao.com/content/%EC%8B%A0%EC%9E%85%EC%82%AC%EC%9B%90-%EA%B9%80%EC%A2%80%EB%B9%84/3720
